pid,probability
353,0.000372995
354,0.000372995
355,0.000372995
356,0.000372995
357,0.000372995
358,0.000372995
359,0.000372995
360,0.000372995
361,0.000372995
362,0.000372995
363,0.000372995
364,0.000372995
365,0.000372995
366,0.000372995
367,0.000372995
368,0.000372995
369,0.000372995
370,0.000372995
371,0.000372995
372,0.000372995
373,0.000372995
374,0.000372995
375,0.000372995
376,0.000372995
377,0.000372995
378,0.000372995
379,0.000372995
380,0.000372995
381,0.000372995
382,0.000372995
383,0.000372995
384,0.000372995
385,0.000372995
386,0.000372995
387,0.000372995
388,0.000372995
389,0.000372995
390,0.000372995
391,0.000372995
392,0.000372995
393,0.000372995
394,0.000372995
395,0.000372995
396,0.000372995
397,0.000372995
398,0.000372995
399,0.000372995
400,0.000372995
401,0.000372995
402,0.000372995
403,0.000372995
404,0.000372995
405,0.000372995
406,0.000372995
407,0.000372995
408,0.000372995
409,0.000372995
410,0.000372995
411,0.000372995
412,0.000372995
413,0.000372995
414,0.000372995
415,0.000372995
416,0.000372995
417,0.000372995
418,0.000372995
419,0.000372995
420,0.000372995
421,0.000372995
422,0.000372995
423,0.000372995
424,0.000372995
425,0.000372995
426,0.000372995
427,0.000372995
428,0.000372995
429,0.000372995
430,0.000372995
431,0.000372995
432,0.000372995
433,0.000372995
434,0.000372995
435,0.000372995
436,0.000372995
437,0.000372995
438,0.000372995
439,0.000372995
440,0.000372995
441,0.000372995
442,0.000372995
443,0.000372995
444,0.000372995
445,0.000372995
446,0.000372995
447,0.000372995
448,0.000372995
449,0.000372995
450,0.000372995
451,0.000372995
452,0.000372995
453,0.000372995
454,0.000372995
455,0.000372995
456,0.000372995
457,0.000372995
458,0.000372995
459,0.000372995
460,0.000372995
461,0.000372995
462,0.000372995
463,0.000372995
464,0.000372995
465,0.000372995
466,0.000372995
467,0.000372995
468,0.000372995
469,0.000372995
470,0.000372995
471,0.000372995
472,0.000372995
473,0.000372995
474,0.000372995
475,0.000372995
476,0.000372995
477,0.000372995
478,0.000372995
479,0.000372995
480,0.000372995
481,0.000372995
482,0.000372995
483,0.000372995
484,0.000372995
485,0.000372995
486,0.000372995
487,0.000372995
488,0.000372995
489,0.000372995
490,0.000372995
491,0.000372995
492,0.000372995
493,0.000372995
494,0.000372995
495,0.000372995
496,0.000372995
497,0.000372995
498,0.000372995
499,0.000372995
500,0.000372995
501,0.000372995
502,0.000372995
503,0.000372995
504,0.000372995
505,0.000372995
506,0.000372995
507,0.000372995
508,0.000372995
509,0.000372995
510,0.000372995
511,0.000372995
512,0.000372995
513,0.000372995
514,0.000372995
515,0.000372995
516,0.000372995
517,0.000372995
518,0.000372995
519,0.000372995
520,0.000372995
521,0.000372995
522,0.000372995
523,0.000372995
524,0.000372995
525,0.000372995
526,0.000372995
527,0.000372995
528,0.000372995
529,0.000372995
530,0.000372995
531,0.000372995
532,0.000372995
533,0.000372995
534,0.000372995
535,0.000372995
536,0.000372995
537,0.000372995
538,0.000372995
539,0.000372995
540,0.000372995
541,0.000372995
542,0.000372995
543,0.000372995
544,0.000372995
545,0.000372995
546,0.000372995
547,0.000372995
548,0.000372995
549,0.000372995
550,0.000372995
551,0.000372995
552,0.000372995
553,0.000372995
554,0.000372995
555,0.000372995
556,0.000372995
557,0.000372995
558,0.000372995
559,0.000372995
560,0.000372995
561,0.000372995
562,0.000372995
563,0.000372995
564,0.000372995
565,0.000372995
566,0.000372995
567,0.000372995
568,0.000372995
569,0.000372995
570,0.000372995
571,0.000372995
572,0.000372995
573,0.000372995
574,0.000372995
575,0.000372995
576,0.000372995
577,0.000372995
578,0.000372995
579,0.000372995
580,0.000372995
581,0.000372995
582,0.000372995
583,0.000372995
584,0.000372995
585,0.000372995
586,0.000372995
587,0.000372995
588,0.000372995
589,0.000372995
590,0.000372995
591,0.000372995
592,0.000372995
593,0.000372995
594,0.000372995
595,0.000372995
596,0.000372995
597,0.000372995
598,0.000372995
599,0.000372995
600,0.000372995
601,0.000372995
602,0.000372995
603,0.000372995
604,0.000372995
605,0.000372995
606,0.000372995
607,0.000372995
608,0.000372995
609,0.000372995
610,0.000372995
611,0.000372995
612,0.000372995
613,0.000372995
614,0.000372995
615,0.000372995
616,0.000372995
617,0.000372995
618,0.000372995
619,0.000372995
620,0.000372995
621,0.000372995
622,0.000372995
623,0.000372995
624,0.000372995
625,0.000372995
626,0.000372995
627,0.000372995
628,0.000372995
629,0.000372995
630,0.000372995
631,0.000372995
632,0.000372995
633,0.000372995
634,0.000372995
635,0.000372995
636,0.000372995
637,0.000372995
638,0.000372995
639,0.000372995
640,0.000372995
641,0.000372995
642,0.000372995
643,0.000372995
644,0.000372995
645,0.000372995
646,0.000372995
647,0.000372995
648,0.000372995
649,0.000372995
650,0.000372995
651,0.000372995
652,0.000372995
653,0.000372995
654,0.000372995
655,0.000372995
656,0.000372995
657,0.000372995
658,0.000372995
659,0.000372995
660,0.000372995
661,0.000372995
662,0.000372995
663,0.000372995
664,0.000372995
665,0.000372995
666,0.000372995
667,0.000372995
668,0.000372995
669,0.000372995
670,0.000372995
671,0.000372995
672,0.000372995
673,0.000372995
674,0.000372995
675,0.000372995
676,0.000372995
677,0.000372995
678,0.000372995
679,0.000372995
680,0.000372995
681,0.000372995
682,0.000372995
683,0.000372995
684,0.000372995
685,0.000372995
686,0.000372995
687,0.000372995
688,0.000372995
689,0.000372995
690,0.000372995
691,0.000372995
692,0.000372995
693,0.000372995
694,0.000372995
695,0.000372995
696,0.000372995
697,0.000372995
698,0.000372995
699,0.000372995
700,0.000372995
701,0.000372995
702,0.000372995
703,0.000372995
704,0.000372995
705,0.000372995
706,0.000372995
707,0.000372995
708,0.000372995
709,0.000372995
710,0.000372995
711,0.000372995
712,0.000372995
713,0.000372995
714,0.000372995
715,0.000372995
716,0.000372995
717,0.000372995
718,0.000372995
719,0.000372995
720,0.000372995
721,0.000372995
722,0.000372995
723,0.000372995
724,0.000372995
725,0.000372995
726,0.000372995
727,0.000372995
728,0.000372995
729,0.000372995
730,0.000372995
731,0.000372995
732,0.000372995
733,0.000372995
734,0.000372995
735,0.000372995
736,0.000372995
737,0.000372995
738,0.000372995
739,0.000372995
740,0.000372995
741,0.000372995
742,0.000372995
743,0.000372995
744,0.000372995
745,0.000372995
746,0.000372995
747,0.000372995
748,0.000372995
749,0.000372995
750,0.000372995
751,0.000372995
752,0.000372995
753,0.000372995
754,0.000372995
755,0.000372995
756,0.000372995
757,0.000372995
758,0.000372995
759,0.000372995
760,0.000372995
761,0.000372995
762,0.000372995
763,0.000372995
764,0.000372995
765,0.000372995
766,0.000372995
767,0.000372995
768,0.000372995
769,0.000372995
770,0.000372995
771,0.000372995
772,0.000372995
773,0.000372995
774,0.000372995
775,0.000372995
776,0.000372995
777,0.000372995
778,0.000372995
779,0.000372995
780,0.000372995
781,0.000372995
782,0.000372995
783,0.000372995
784,0.000372995
785,0.000372995
786,0.000372995
787,0.000372995
788,0.000372995
789,0.000372995
790,0.000372995
791,0.000372995
792,0.000372995
793,0.000372995
794,0.000372995
795,0.000372995
796,0.000372995
797,0.000372995
798,0.000372995
799,0.000372995
800,0.000372995
801,0.000372995
802,0.000372995
803,0.000372995
804,0.000372995
805,0.000372995
806,0.000372995
807,0.000372995
808,0.000372995
809,0.000372995
810,0.000372995
811,0.000372995
812,0.000372995
813,0.000372995
814,0.000372995
815,0.000372995
816,0.000372995
817,0.000372995
818,0.000372995
819,0.000372995
820,0.000372995
821,0.000372995
822,0.000372995
823,0.000372995
824,0.000372995
825,0.000372995
826,0.000372995
827,0.000372995
828,0.000372995
829,0.000372995
830,0.000372995
831,0.000372995
832,0.000372995
833,0.000372995
834,0.000372995
835,0.000372995
836,0.000372995
837,0.000372995
838,0.000372995
839,0.000372995
840,0.000372995
841,0.000372995
842,0.000372995
843,0.000372995
844,0.000372995
845,0.000372995
846,0.000372995
847,0.000372995
848,0.000372995
849,0.000372995
850,0.000372995
851,0.000372995
852,0.000372995
853,0.000372995
854,0.000372995
855,0.000372995
856,0.000372995
857,0.000372995
858,0.000372995
859,0.000372995
860,0.000372995
861,0.000372995
862,0.000372995
863,0.000372995
864,0.000372995
865,0.000372995
866,0.000372995
867,0.000372995
868,0.000372995
869,0.000372995
870,0.000372995
871,0.000372995
872,0.000372995
873,0.000372995
874,0.000372995
875,0.000372995
876,0.000372995
877,0.000372995
878,0.000372995
879,0.000372995
880,0.000372995
881,0.000372995
882,0.000372995
883,0.000372995
884,0.000372995
885,0.000372995
886,0.000372995
887,0.000372995
888,0.000372995
889,0.000372995
890,0.000372995
891,0.000372995
892,0.000372995
893,0.000372995
894,0.000372995
895,0.000372995
896,0.000372995
897,0.000372995
898,0.000372995
899,0.000372995
900,0.000372995
901,0.000372995
902,0.000372995
903,0.000372995
904,0.000372995
905,0.000372995
906,0.000372995
907,0.000372995
908,0.000372995
909,0.000372995
910,0.000372995
911,0.000372995
912,0.000372995
913,0.000372995
914,0.000372995
915,0.000372995
916,0.000372995
917,0.000372995
918,0.000372995
919,0.000372995
920,0.000372995
921,0.000372995
922,0.000372995
923,0.000372995
924,0.000372995
925,0.000372995
926,0.000372995
927,0.000372995
928,0.000372995
929,0.000372995
930,0.000372995
931,0.000372995
932,0.000372995
933,0.000372995
934,0.000372995
935,0.000372995
936,0.000372995
937,0.000372995
938,0.000372995
939,0.000372995
940,0.000372995
941,0.000372995
942,0.000372995
943,0.000372995
944,0.000372995
945,0.000372995
946,0.000372995
947,0.000372995
948,0.000372995
949,0.000372995
950,0.000372995
951,0.000372995
952,0.000372995
953,0.000372995
954,0.000372995
955,0.000372995
956,0.000372995
957,0.000372995
958,0.000372995
959,0.000372995
960,0.000372995
961,0.000372995
962,0.000372995
963,0.000372995
964,0.000372995
965,0.000372995
966,0.000372995
967,0.000372995
968,0.000372995
969,0.000372995
970,0.000372995
971,0.000372995
972,0.000372995
973,0.000372995
974,0.000372995
975,0.000372995
976,0.000372995
977,0.000372995
978,0.000372995
979,0.000372995
980,0.000372995
981,0.000372995
982,0.000372995
983,0.000372995
984,0.000372995
985,0.000372995
986,0.000372995
987,0.000372995
988,0.000372995
989,0.000372995
990,0.000372995
991,0.000372995
992,0.000372995
993,0.000372995
994,0.000372995
995,0.000372995
996,0.000372995
997,0.000372995
998,0.000372995
999,0.000372995
1000,0.000372995
1001,0.000372995
1002,0.000372995
1003,0.000372995
1004,0.000372995
1005,0.000372995
1006,0.000372995
1007,0.000372995
1008,0.000372995
1009,0.000372995
1010,0.000372995
1011,0.000372995
1012,0.000372995
1013,0.000372995
1014,0.000372995
1015,0.000372995
1016,0.000372995
1017,0.000372995
1018,0.000372995
1019,0.000372995
1020,0.000372995
1021,0.000372995
1022,0.000372995
1023,0.000372995
1024,0.000372995
1025,0.000372995
1026,0.000372995
1027,0.000372995
1028,0.000372995
1029,0.000372995
1030,0.000372995
1031,0.000372995
1032,0.000372995
1033,0.000372995
1034,0.000372995
1035,0.000372995
1036,0.000372995
1037,0.000372995
1038,0.000372995
1039,0.000372995
1040,0.000372995
1041,0.000372995
1042,0.000372995
1043,0.000372995
1044,0.000372995
1045,0.000372995
1046,0.000372995
1047,0.000372995
1048,0.000372995
1049,0.000372995
1050,0.000372995
1051,0.000372995
1052,0.000372995
1053,0.000372995
1054,0.000372995
1055,0.000372995
1056,0.000372995
1057,0.000372995
1058,0.000372995
1059,0.000372995
1060,0.000372995
1061,0.000372995
1062,0.000372995
1063,0.000372995
1064,0.000372995
1065,0.000372995
1066,0.000372995
1067,0.000372995
1068,0.000372995
1069,0.000372995
1070,0.000372995
1071,0.000372995
1072,0.000372995
1073,0.000372995
1074,0.000372995
1075,0.000372995
1076,0.000372995
1077,0.000372995
1078,0.000372995
1079,0.000372995
1080,0.000372995
1081,0.000372995
1082,0.000372995
1083,0.000372995
1084,0.000372995
1085,0.000372995
1086,0.000372995
1087,0.000372995
1088,0.000372995
1089,0.000372995
1090,0.000372995
1091,0.000372995
1092,0.000372995
1093,0.000372995
1094,0.000372995
1095,0.000372995
1096,0.000372995
1097,0.000372995
1098,0.000372995
1099,0.000372995
1100,0.000372995
1101,0.000372995
1102,0.000372995
1103,0.000372995
1104,0.000372995
1105,0.000372995
1106,0.000372995
1107,0.000372995
1108,0.000372995
1109,0.000372995
1110,0.000372995
1111,0.000372995
1112,0.000372995
1113,0.000372995
1114,0.000372995
1115,0.000372995
1116,0.000372995
1117,0.000372995
1118,0.000372995
1119,0.000372995
1120,0.000372995
1121,0.000372995
1122,0.000372995
1123,0.000372995
1124,0.000372995
1125,0.000372995
1126,0.000372995
1127,0.000372995
1128,0.000372995
1129,0.000372995
1130,0.000372995
1131,0.000372995
1132,0.000372995
1133,0.000372995
1134,0.000372995
1135,0.000372995
1136,0.000372995
1137,0.000372995
1138,0.000372995
1139,0.000372995
1140,0.000372995
1141,0.000372995
1142,0.000372995
1143,0.000372995
1144,0.000372995
1145,0.000372995
1146,0.000372995
1147,0.000372995
1148,0.000372995
1149,0.000372995
1150,0.000372995
1151,0.000372995
1152,0.000372995
1153,0.000372995
1154,0.000372995
1155,0.000372995
1156,0.000372995
1157,0.000372995
1158,0.000372995
1159,0.000372995
1160,0.000372995
1161,0.000372995
1162,0.000372995
1163,0.000372995
1164,0.000372995
1165,0.000372995
1166,0.000372995
1167,0.000372995
1168,0.000372995
1169,0.000372995
1170,0.000372995
1171,0.000372995
1172,0.000372995
1173,0.000372995
1174,0.000372995
1175,0.000372995
1176,0.000372995
1177,0.000372995
1178,0.000372995
1179,0.000372995
1180,0.000372995
1181,0.000372995
1182,0.000372995
1183,0.000372995
1184,0.000372995
1185,0.000372995
1186,0.000372995
1187,0.000372995
1188,0.000372995
1189,0.000372995
1190,0.000372995
1191,0.000372995
1192,0.000372995
1193,0.000372995
1194,0.000372995
1195,0.000372995
1196,0.000372995
1197,0.000372995
1198,0.000372995
1199,0.000372995
1200,0.000372995
1201,0.000372995
1202,0.000372995
1203,0.000372995
1204,0.000372995
1205,0.000372995
1206,0.000372995
1207,0.000372995
1208,0.000372995
1209,0.000372995
1210,0.000372995
1211,0.000372995
1212,0.000372995
1213,0.000372995
1214,0.000372995
1215,0.000372995
1216,0.000372995
1217,0.000372995
1218,0.000372995
1219,0.000372995
1220,0.000372995
1221,0.000372995
1222,0.000372995
1223,0.000372995
1224,0.000372995
1225,0.000372995
1226,0.000372995
1227,0.000372995
1228,0.000372995
1229,0.000372995
1230,0.000372995
1231,0.000372995
1232,0.000372995
1233,0.000372995
1234,0.000372995
1235,0.000372995
1236,0.000372995
1237,0.000372995
1238,0.000372995
1239,0.000372995
1240,0.000372995
1241,0.000372995
1242,0.000372995
1243,0.000372995
1244,0.000372995
1245,0.000372995
1246,0.000372995
1247,0.000372995
1248,0.000372995
1249,0.000372995
1250,0.000372995
1251,0.000372995
1252,0.000372995
1253,0.000372995
1254,0.000372995
1255,0.000372995
1256,0.000372995
1257,0.000372995
1258,0.000372995
1259,0.000372995
1260,0.000372995
1261,0.000372995
1262,0.000372995
1263,0.000372995
1264,0.000372995
1265,0.000372995
1266,0.000372995
1267,0.000372995
1268,0.000372995
1269,0.000372995
1270,0.000372995
1271,0.000372995
1272,0.000372995
1273,0.000372995
1274,0.000372995
1275,0.000372995
1276,0.000372995
1277,0.000372995
1278,0.000372995
1279,0.000372995
1280,0.000372995
1281,0.000372995
1282,0.000372995
1283,0.000372995
1284,0.000372995
1285,0.000372995
1286,0.000372995
1287,0.000372995
1288,0.000372995
1289,0.000372995
1290,0.000372995
1291,0.000372995
1292,0.000372995
1293,0.000372995
1294,0.000372995
1295,0.000372995
1296,0.000372995
1297,0.000372995
1298,0.000372995
1299,0.000372995
1300,0.000372995
1301,0.000372995
1302,0.000372995
1303,0.000372995
1304,0.000372995
1305,0.000372995
1306,0.000372995
1307,0.000372995
1308,0.000372995
1309,0.000372995
1310,0.000372995
1311,0.000372995
1312,0.000372995
1313,0.000372995
1314,0.000372995
1315,0.000372995
1316,0.000372995
1317,0.000372995
1318,0.000372995
1319,0.000372995
1320,0.000372995
1321,0.000372995
1322,0.000372995
1323,0.000372995
1324,0.000372995
1325,0.000372995
1326,0.000372995
1327,0.000372995
1328,0.000372995
1329,0.000372995
1330,0.000372995
1331,0.000372995
1332,0.000372995
1333,0.000372995
1334,0.000372995
1335,0.000372995
1336,0.000372995
1337,0.000372995
1338,0.000372995
1339,0.000372995
1340,0.000372995
1341,0.000372995
1342,0.000372995
1343,0.000372995
1344,0.000372995
1345,0.000372995
1346,0.000372995
1347,0.000372995
1348,0.000372995
1349,0.000372995
1350,0.000372995
1351,0.000372995
1352,0.000372995
1353,0.000372995
1354,0.000372995
1355,0.000372995
1356,0.000372995
1357,0.000372995
1358,0.000372995
1359,0.000372995
1360,0.000372995
1361,0.000372995
1362,0.000372995
1363,0.000372995
1364,0.000372995
1365,0.000372995
1366,0.000372995
1367,0.000372995
1368,0.000372995
1369,0.000372995
1370,0.000372995
1371,0.000372995
1372,0.000372995
1373,0.000372995
1374,0.000372995
1375,0.000372995
1376,0.000372995
1377,0.000372995
1378,0.000372995
1379,0.000372995
1380,0.000372995
1381,0.000372995
1382,0.000372995
1383,0.000372995
1384,0.000372995
1385,0.000372995
1386,0.000372995
1387,0.000372995
1388,0.000372995
1389,0.000372995
1390,0.000372995
1391,0.000372995
1392,0.000372995
1393,0.000372995
1394,0.000372995
1395,0.000372995
1396,0.000372995
1397,0.000372995
1398,0.000372995
1399,0.000372995
1400,0.000372995
1401,0.000372995
1402,0.000372995
1403,0.000372995
1404,0.000372995
1405,0.000372995
1406,0.000372995
1407,0.000372995
1408,0.000372995
1409,0.000372995
1410,0.000372995
1411,0.000372995
1412,0.000372995
1413,0.000372995
1414,0.000372995
1415,0.000372995
1416,0.000372995
1417,0.000372995
1418,0.000372995
1419,0.000372995
1420,0.000372995
1421,0.000372995
1422,0.000372995
1423,0.000372995
1424,0.000372995
1425,0.000372995
1426,0.000372995
1427,0.000372995
1428,0.000372995
1429,0.000372995
1430,0.000372995
1431,0.000372995
1432,0.000372995
1433,0.000372995
1434,0.000372995
1435,0.000372995
1436,0.000372995
1437,0.000372995
1438,0.000372995
1439,0.000372995
1440,0.000372995
1441,0.000372995
1442,0.000372995
1443,0.000372995
1444,0.000372995
1445,0.000372995
1446,0.000372995
1447,0.000372995
1448,0.000372995
1449,0.000372995
1450,0.000372995
1451,0.000372995
1452,0.000372995
1453,0.000372995
1454,0.000372995
1455,0.000372995
1456,0.000372995
1457,0.000372995
1458,0.000372995
1459,0.000372995
1460,0.000372995
1461,0.000372995
1462,0.000372995
1463,0.000372995
1464,0.000372995
1465,0.000372995
1466,0.000372995
1467,0.000372995
1468,0.000372995
1469,0.000372995
1470,0.000372995
1471,0.000372995
1472,0.000372995
1473,0.000372995
1474,0.000372995
1475,0.000372995
1476,0.000372995
1477,0.000372995
1478,0.000372995
1479,0.000372995
1480,0.000372995
1481,0.000372995
1482,0.000372995
1483,0.000372995
1484,0.000372995
1485,0.000372995
1486,0.000372995
1487,0.000372995
1488,0.000372995
1489,0.000372995
1490,0.000372995
1491,0.000372995
1492,0.000372995
1493,0.000372995
1494,0.000372995
1495,0.000372995
1496,0.000372995
1497,0.000372995
1498,0.000372995
1499,0.000372995
1500,0.000372995
1501,0.000372995
1502,0.000372995
1503,0.000372995
1504,0.000372995
1505,0.000372995
1506,0.000372995
1507,0.000372995
1508,0.000372995
1509,0.000372995
1510,0.000372995
1511,0.000372995
1512,0.000372995
1513,0.000372995
1514,0.000372995
1515,0.000372995
1516,0.000372995
1517,0.000372995
1518,0.000372995
1519,0.000372995
1520,0.000372995
1521,0.000372995
1522,0.000372995
1523,0.000372995
1524,0.000372995
1525,0.000372995
1526,0.000372995
1527,0.000372995
1528,0.000372995
1529,0.000372995
1530,0.000372995
1531,0.000372995
1532,0.000372995
1533,0.000372995
1534,0.000372995
1535,0.000372995
1536,0.000372995
1537,0.000372995
1538,0.000372995
1539,0.000372995
1540,0.000372995
1541,0.000372995
1542,0.000372995
1543,0.000372995
1544,0.000372995
1545,0.000372995
1546,0.000372995
1547,0.000372995
1548,0.000372995
1549,0.000372995
1550,0.000372995
1551,0.000372995
1552,0.000372995
1553,0.000372995
1554,0.000372995
1555,0.000372995
1556,0.000372995
1557,0.000372995
1558,0.000372995
1559,0.000372995
1560,0.000372995
1561,0.000372995
1562,0.000372995
1563,0.000372995
1564,0.000372995
1565,0.000372995
1566,0.000372995
1567,0.000372995
1568,0.000372995
1569,0.000372995
1570,0.000372995
1571,0.000372995
1572,0.000372995
1573,0.000372995
1574,0.000372995
1575,0.000372995
1576,0.000372995
1577,0.000372995
1578,0.000372995
1579,0.000372995
1580,0.000372995
1581,0.000372995
1582,0.000372995
1583,0.000372995
1584,0.000372995
1585,0.000372995
1586,0.000372995
1587,0.000372995
1588,0.000372995
1589,0.000372995
1590,0.000372995
1591,0.000372995
1592,0.000372995
1593,0.000372995
1594,0.000372995
1595,0.000372995
1596,0.000372995
1597,0.000372995
1598,0.000372995
1599,0.000372995
1600,0.000372995
1601,0.000372995
1602,0.000372995
1603,0.000372995
1604,0.000372995
1605,0.000372995
1606,0.000372995
1607,0.000372995
1608,0.000372995
1609,0.000372995
1610,0.000372995
1611,0.000372995
1612,0.000372995
1613,0.000372995
1614,0.000372995
1615,0.000372995
1616,0.000372995
1617,0.000372995
1618,0.000372995
1619,0.000372995
1620,0.000372995
1621,0.000372995
1622,0.000372995
1623,0.000372995
1624,0.000372995
1625,0.000372995
1626,0.000372995
1627,0.000372995
1628,0.000372995
1629,0.000372995
1630,0.000372995
1631,0.000372995
1632,0.000372995
1633,0.000372995
1634,0.000372995
1635,0.000372995
1636,0.000372995
1637,0.000372995
1638,0.000372995
1639,0.000372995
1640,0.000372995
1641,0.000372995
1642,0.000372995
1643,0.000372995
1644,0.000372995
1645,0.000372995
1646,0.000372995
1647,0.000372995
1648,0.000372995
1649,0.000372995
1650,0.000372995
1651,0.000372995
1652,0.000372995
1653,0.000372995
1654,0.000372995
1655,0.000372995
1656,0.000372995
1657,0.000372995
1658,0.000372995
1659,0.000372995
1660,0.000372995
1661,0.000372995
1662,0.000372995
1663,0.000372995
1664,0.000372995
1665,0.000372995
